"index","0","1","2"
26457,0.072169691324234,0.103232018649578,0.82459831237793
26458,0.206008791923523,0.170650959014893,0.623340249061584
26459,0.0574454590678215,0.10504163056612,0.837512910366058
26460,0.131083011627197,0.124314822256565,0.744602203369141
26461,0.0832309722900391,0.171869397163391,0.74489963054657
26462,0.0755185261368752,0.140175685286522,0.784305810928345
26463,0.228315949440002,0.768696010112762,0.00298803136684
26464,0.111554518342018,0.150483533740044,0.737961947917938
26465,0.056659784168005,0.118528455495834,0.82481175661087
26466,0.0510916821658611,0.278680741786957,0.670227587223053
26467,0.0792331844568253,0.192998185753822,0.727768659591675
26468,0.0750777572393417,0.140968441963196,0.783953785896301
26469,0.296667277812958,0.223491817712784,0.479840934276581
26470,0.0871920511126518,0.215337753295898,0.697470188140869
26471,0.0957173109054565,0.206635549664497,0.697647094726562
26472,0.0879664197564125,0.279496759176254,0.632536828517914
26473,0.0694931000471115,0.133984908461571,0.79652202129364
26474,0.371642589569092,0.625672399997711,0.00268500787205994
26475,0.234429001808167,0.32452604174614,0.441044956445694
26476,0.0686045065522194,0.17552462220192,0.755870878696442
26477,0.13059389591217,0.159280940890312,0.710125148296356
26478,0.0863839238882065,0.116520725190639,0.79709529876709
26479,0.0625631436705589,0.103127986192703,0.834308922290802
26480,0.0862862840294838,0.095360241830349,0.818353533744812
26481,0.0694992914795876,0.325342625379562,0.605158090591431
26482,0.160158351063728,0.127802595496178,0.712039113044739
26483,0.0643065497279167,0.148735329508781,0.78695809841156
26484,0.169243648648262,0.258032917976379,0.57272344827652
26485,0.0535637475550175,0.0644000470638275,0.882036209106445
26486,0.105460837483406,0.186171337962151,0.708367824554443
26487,0.0885472744703293,0.164114505052567,0.747338235378265
26488,0.0714839771389961,0.913220822811127,0.0152952466160059
26489,0.0767136588692665,0.325698524713516,0.597587764263153
26490,0.109368860721588,0.423825562000275,0.466805577278137
26491,0.0829158499836922,0.106495805084705,0.810588359832764
26492,0.0593618378043175,0.200125649571419,0.740512490272522
26493,0.414756089448929,0.582228600978851,0.00301530375145376
26494,0.0848159790039062,0.160384759306908,0.754799246788025
26495,0.0618403889238834,0.106722265481949,0.831437289714813
26496,0.104286953806877,0.232497066259384,0.663215935230255
26497,0.0754822641611099,0.636710524559021,0.287807166576385
26498,0.207298621535301,0.350966542959213,0.441734880208969
26499,0.0769098997116089,0.207943171262741,0.715146899223328
26500,0.145765051245689,0.320163458585739,0.534071505069733
26501,0.175210684537888,0.107365474104881,0.717423856258392
26502,0.0282563325017691,0.0574826151132584,0.914260983467102
26503,0.137757375836372,0.409238994121552,0.453003585338593
26504,0.119758673012257,0.224709689617157,0.655531644821167
26505,0.0565479658544064,0.0901831611990929,0.85326886177063
26506,0.0449483692646027,0.931571781635284,0.0234798789024353
26507,0.0939855948090553,0.902645707130432,0.00336868409067392
26508,0.0705536529421806,0.421356976032257,0.508089363574982
26509,0.0996887311339378,0.132132589817047,0.768178701400757
26510,0.0677844509482384,0.233751475811005,0.698464095592499
26511,0.0982513427734375,0.0842661932110786,0.817482471466064
26512,0.109660759568214,0.186948105692863,0.703391134738922
26513,0.0940054357051849,0.233622372150421,0.672372162342072
26514,0.0625156462192535,0.0944638475775719,0.843020498752594
26515,0.347085654735565,0.0680401101708412,0.584874272346497
26516,0.0845475792884827,0.336805075407028,0.578647315502167
26517,0.272156298160553,0.724484026432037,0.00335963093675673
26518,0.0888518840074539,0.174879297614098,0.736268818378448
26519,0.394254446029663,0.145883053541183,0.459862470626831
26520,0.0367334112524986,0.729584276676178,0.233682349324226
26521,0.0811105072498322,0.148019820451736,0.770869731903076
26522,0.111553125083447,0.252165168523788,0.636281669139862
26523,0.107555836439133,0.201786443591118,0.690657734870911
26524,0.0550106503069401,0.233902290463448,0.711087048053741
26525,0.18195316195488,0.183576434850693,0.634470403194427
26526,0.0591218248009682,0.13977213203907,0.801106035709381
26527,0.141290679574013,0.207775786519051,0.650933563709259
26528,0.150239527225494,0.840976774692535,0.00878372322767973
26529,0.124658733606339,0.0656286999583244,0.809712529182434
26530,0.0422610603272915,0.119891531765461,0.837847411632538
26531,0.0605929791927338,0.19993594288826,0.739471077919006
26532,0.21177276968956,0.0833446234464645,0.704882621765137
26533,0.0847841650247574,0.0976057499647141,0.817610144615173
26534,0.0352422893047333,0.0495348460972309,0.915222883224487
26535,0.0543888472020626,0.126431405544281,0.819179773330688
26536,0.126195773482323,0.117274723947048,0.75652951002121
26537,0.0980314835906029,0.0722451359033585,0.829723417758942
26538,0.0695744752883911,0.363461017608643,0.566964507102966
26539,0.072017066180706,0.148904606699944,0.779078304767609
26540,0.185980677604675,0.443233639001846,0.370785653591156
26541,0.0639249235391617,0.148480534553528,0.787594556808472
26542,0.0763478726148605,0.231527969241142,0.692124128341675
26543,0.0754327997565269,0.0986808612942696,0.825886309146881
26544,0.156557947397232,0.131973505020142,0.711468577384949
26545,0.157416373491287,0.291970640420914,0.550612986087799
26546,0.0513032637536526,0.195190787315369,0.753506004810333
26547,0.0458645075559616,0.102654941380024,0.851480603218079
26548,0.0781998038291931,0.12016686052084,0.801633358001709
26549,0.287092983722687,0.706849098205566,0.00605795066803694
26550,0.0568647272884846,0.214516058564186,0.728619277477264
26551,0.0282500702887774,0.205596998333931,0.76615297794342
26552,0.0359038598835468,0.166038319468498,0.798057854175568
26553,0.0789027065038681,0.093931257724762,0.827166020870209
26554,0.126405850052834,0.387293696403503,0.486300408840179
26555,0.137195721268654,0.189845681190491,0.672958612442017
26556,0.0386823490262032,0.199463307857513,0.761854290962219
26557,0.136376097798347,0.1310965269804,0.732527434825897
26558,0.364981323480606,0.117259837687016,0.517758846282959
26559,0.150212779641151,0.10393588244915,0.745851337909698
26560,0.0902469903230667,0.235396906733513,0.67435610294342
26561,0.0721136480569839,0.228275001049042,0.699611365795135
26562,0.0735407397150993,0.0970461815595627,0.829413115978241
26563,0.0933821052312851,0.0993919149041176,0.807226002216339
26564,0.0515378303825855,0.146580725908279,0.801881372928619
26565,0.102244965732098,0.360446572303772,0.53730845451355
26566,0.151626303792,0.190407156944275,0.657966554164886
26567,0.0715790614485741,0.118595793843269,0.80982518196106
26568,0.37974014878273,0.616411805152893,0.00384804955683649
26569,0.0636821165680885,0.133927747607231,0.802390158176422
26570,0.126928180456161,0.281071931123734,0.591999888420105
26571,0.0724571347236633,0.0802381783723831,0.847304701805115
26572,0.0967651978135109,0.317674249410629,0.58556056022644
26573,0.124391734600067,0.12576787173748,0.749840438365936
26574,0.194085091352463,0.0789763107895851,0.726938664913177
26575,0.139541938900948,0.118427716195583,0.742030322551727
26576,0.0811273902654648,0.0882291048765182,0.830643475055695
26577,0.0781406983733177,0.148083701729774,0.773775577545166
26578,0.139137282967567,0.303115457296371,0.5577472448349
26579,0.134992480278015,0.862562119960785,0.00244536297395825
26580,0.0830686911940575,0.105159677565098,0.811771631240845
26581,0.123125322163105,0.282644897699356,0.594229817390442
26582,0.073013111948967,0.0992672219872475,0.827719688415527
26583,0.111800037324429,0.0854840725660324,0.80271589756012
26584,0.055288840085268,0.152439251542091,0.792271912097931
26585,0.143626779317856,0.276326656341553,0.580046594142914
26586,0.338790833950043,0.223203346133232,0.438005864620209
26587,0.171882778406143,0.452089905738831,0.376027256250381
26588,0.0503793843090534,0.137183785438538,0.812436759471893
26589,0.0863053724169731,0.220404401421547,0.693290233612061
26590,0.0970566272735596,0.383028268814087,0.519915103912354
26591,0.123162016272545,0.874026477336884,0.0028115501627326
26592,0.344525814056396,0.0972084850072861,0.558265745639801
26593,0.179199188947678,0.233365699648857,0.587435126304626
26594,0.130553722381592,0.289756000041962,0.579690277576447
26595,0.0800219103693962,0.127841219305992,0.79213684797287
26596,0.0321290567517281,0.142602115869522,0.825268805027008
26597,0.0915181711316109,0.507005214691162,0.401476591825485
26598,0.123846665024757,0.147978946566582,0.728174388408661
26599,0.112724341452122,0.123563066124916,0.763712525367737
26600,0.0380844511091709,0.0794072821736336,0.882508218288422
26601,0.0757279768586159,0.248217836022377,0.676054179668427
26602,0.040976095944643,0.0999498590826988,0.859074056148529
26603,0.0548239350318909,0.139313831925392,0.805862188339233
26604,0.0792067423462868,0.217218786478043,0.703574478626251
26605,0.0579822808504105,0.140604764223099,0.80141294002533
26606,0.22504623234272,0.17816735804081,0.596786439418793
26607,0.0742497816681862,0.919770956039429,0.00597926648333669
26608,0.0317673832178116,0.0786290019750595,0.889603614807129
26609,0.105054311454296,0.128201365470886,0.766744256019592
26610,0.41051110625267,0.55096834897995,0.0385205820202827
26611,0.139963462948799,0.235788375139236,0.624248147010803
26612,0.106271833181381,0.227336272597313,0.666391909122467
26613,0.166593417525291,0.175985634326935,0.657420933246613
26614,0.0636363923549652,0.147319450974464,0.789044201374054
26615,0.0569706633687019,0.166488289833069,0.77654105424881
26616,0.122326135635376,0.0692173838615417,0.808456420898438
